id,source,target,description,weight,combined_degree
82,EMOTION RECOGNITION SYSTEM,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,Both are types of AI systems regulated under definitions provided in the AI Act recitals,1.0,43
192,RECITAL 35,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,Recital 35 provides context for the use of real-time remote biometric identification systems,1.0,34
182,LAW ENFORCEMENT EXCEPTIONS,RECITAL 33,Law enforcement exceptions are definedInArticle 33,1.0,6
2193,SAFETY COMPONENTS,REGULATION (EC) NO 300/2008,Safety components are subjectTo AI Act Chapter III Section 2 requirements when covered by Regulation (EC) No 300/2008,1.0,7
325,EMPLOYMENT AND WORKERS MANAGEMENT AI SYSTEM,NON-DISCRIMINATION REQUIREMENT,Employment and workers management AI systems must adhere to the non-discrimination requirement,1.0,10
581,GENERAL-PURPOSE AI MODEL,TRANSPARENCY-RELATED REQUIREMENTS,General-purpose AI models are subjectTo transparency-related requirements,1.0,50
2418,LAW ENFORCEMENT AND MIGRATION SYSTEM,ELECTRONIC INSTRUCTIONS FOR USE,Law enforcement and migration systems are isExemptFromHighRisk regarding the requirement of electronic instructions for use,1.0,3
1488,MEMBER STATE,COMMISSION,Member State cooperatesWith the Commission by providing information if they believe a common specification is insufficient,1.0,87
1961,ARTICLE 75,MARKET SURVEILLANCE AUTHORITY,The procedures for mutual assistance between authorities are defined in Article 75,1.0,90
332,WORKERS AND PLATFORM SERVICE PROVIDERS,EMPLOYMENT AND WORKERS MANAGEMENT AI SYSTEM,Workers and platform service providers are subjectTo employment and workers management AI systems,1.0,8
1471,STANDARDISATION REQUEST,ARTICLE 10 OF REGULATION (EU) NO 1025/2012,Standardisation Request is issued pursuantTo Article 10 of Regulation (EU) No 1025/2012,1.0,9
173,PROHIBITED AI PRACTICE,NATURAL PERSONS,Prohibited AI practices are intended to protect the fundamental rights and dignity of natural persons,1.0,23
164,VIRTUAL REALITY,MANIPULATIVE OR DECEPTIVE AI SYSTEM,Virtual reality isBasedOn manipulative or deceptive techniques,1.0,9
2207,AI SYSTEM AS SAFETY COMPONENT,DELEGATED ACT,Delegated acts may apply to AI systems that are safety components,1.0,35
2202,ADOPTION OF DELEGATED AND IMPLEMENTING ACTS,ARTICLE 108,The obligation to adopt these acts is definedIn Article 108,1.0,5
1973,MARKET SURVEILLANCE AUTHORITY,TESTING PLAN,Authority communicates grounds for decision to other market surveillance authorities based on the testing plan,1.0,90
2235,REGULATION 2024/1689,ARTICLE 110,Article 110 is definedIn Article (part of) Regulation 2024/1689,1.0,11
152,MANIPULATIVE OR DECEPTIVE AI SYSTEM,SIGNIFICANT HARM,Manipulative AI systems are prohibited when they cause or are likely to cause significant harm,1.0,9
67,NATURAL PERSON,BIOMETRIC DATA,Natural persons are the subjects whose features allow for authentication/identification via biometric data,1.0,7
964,THIRD COUNTRY PUBLIC AUTHORITY,ARTICLE 2,Third country public authority is isExemptFromHighRisk under Article 2(4) subject to safeguards,1.0,19
952,PROVIDER,TRANSITIONAL PERIOD,Providers of high-risk AI systems are encouraged to comply during the transitional period,1.0,164
2088,ARTICLE 95 CODES OF CONDUCT,CHAPTER III SECTION 2 REQUIREMENTS,Codes of conduct foster the voluntary application of Chapter III Section 2 Requirements,1.0,4
51,REGULATION (EU) 2022/2065,PROVIDER,Regulation (EU) 2022/2065 liability provisions apply to providers of intermediary services independent of the AI Act,1.0,167
1502,ANNEX VII,CONFORMITY ASSESSMENT PROCEDURE,Annex VII belongsToCategory of conformity assessment procedures,1.0,16
1511,CERTIFICATE,ANNEX III,Certificates for systems covered by Annex III have a maximum validity of four years,1.0,21
1925,GUIDANCE ON REPORTING,REPORTING OBLIGATION,Guidance on reporting helps the provider/deployer meet their Reporting obligation,1.0,17
1932,MARKET SURVEILLANCE AND CONTROL,COMMISSION,Market surveillance authorities report annually to the Commission,1.0,80
1938,PROHIBITED PRACTICES,REPORTING OBLIGATION,Use of prohibited practices is a subject of the annual reporting obligation,1.0,17
594,TECHNICAL DOCUMENTATION,GENERAL-PURPOSE AI MODEL,"Technical documentation is a core requirement for ensuring transparency and compliance, especially during model modifications",1.0,92
2169,ADMINISTRATIVE FINES,ARTICLE 101,Administrative fines for GPAI providers are definedInArticle 101,1.0,13
2217,DIRECTIVE 2020/1828,ARTICLE 110,Article 110 amends Directive 2020/1828,1.0,3
1441,CERTIFICATE OF CONFORMITY,HIGH-RISK AI SYSTEM,Certificate of conformity belongsToCategory high-risk AI system compliance documentation,1.0,162
1432,ARTICLE 36,ARTICLE 30,Extension of notification scope procedures are definedInArticle 30,1.0,8
601,GENERAL-PURPOSE AI MODEL,RECITALS 106-110,General-purpose AI model obligations and systemic risk definitions are definedInArticle Recitals 106-110,1.0,47
1455,STANDARDISATION REQUEST,REGULATION (EU) NO 1025/2012,Standardisation requests are issued in accordance with Article 10 of Regulation (EU) No 1025/2012,1.0,9
1204,SEPARATE VERIFICATION REQUIREMENT,ARTICLE 14,SEPARATE VERIFICATION REQUIREMENT is a specific component of human oversight requirements defined in Article 14,1.0,7
739,VERY LARGE ONLINE SEARCH ENGINES,REGULATION (EU) 2022/2065,Very large online search engines are regulatedBy Regulation (EU) 2022/2065,1.0,6
314,CRITICAL INFRASTRUCTURE SAFETY COMPONENT,SAFETY COMPONENT DEFINITION,The classification of a safety component isBasedOn the definition provided in Recital 55,1.0,6
1217,NATIONAL COMPETENT AUTHORITY,DEMONSTRATION OF CONFORMITY,National competent authority enforces demonstration of conformity,1.0,51
1174,TECHNICAL DOCUMENTATION,UNION HARMONISATION LEGISLATION,Technical documentation must include information required by Union harmonisation legislation where applicable,1.0,58
1465,GENERAL-PURPOSE AI MODEL,"CHAPTER V, SECTIONS 2 AND 3","General-purpose AI models are regulatedBy obligations in Chapter V, Sections 2 and 3",1.0,49
1893,BOARD,COMMISSION,Board provides guidance and advice to the Commission regarding national competent authorities,1.0,85
574,TECHNICAL DOCUMENTATION,ANNEXES,Technical documentation requirements are definedInArticle or annexes,1.0,48
1536,AUTHORISATION FOR EXCEPTIONAL USE,HIGH-RISK AI SYSTEM,Authorisation for exceptional use regulatesBy allowing deployment of high-risk AI systems in emergency scenarios,1.0,162
348,VICTIM RISK ASSESSMENT AI SYSTEM,RECITAL 59,Law enforcement high-risk classification logic is definedIn Recital 59,1.0,7
1916,AI SYSTEM,REGULATION (EU) 2017/746,AI system is subjectTo reporting limitations defined by Regulation (EU) 2017/746 when functioning as a safety component of an in vitro diagnostic device,1.0,60
1529,MARKET SURVEILLANCE AUTHORITY,NOTIFIED BODY,Market surveillance authority conductsEvaluationOf notified bodies through requests for information,1.0,150
1521,NOTIFIED BODY,ARTICLE 45,Notified body obligations are definedInArticle 45,1.0,63
1906,HIGH-RISK AI SYSTEM,ANNEX IIICATEGORY,High-risk AI systems referred to in point 5 of Annex III may be subject to specific post-market monitoring provisions for financial institutions,1.0,160
1169,TECHNICAL DOCUMENTATION,NOTIFIED BODY,Technical documentation is provided to notified body to assess compliance,1.0,108
2243,COMMISSION,NATIONAL COMPETENT AUTHORITY,Commission evaluates the status of resources of national competent authorities (Article 112(4)),1.0,127
1193,DEPLOYER,STOP BUTTON,Deployer is enabled to intervene using a stop button to halt the system in a safe state,1.0,82
1188,INITIAL CONFORMITY ASSESSMENT,INSTRUCTIONS FOR USE,Initial conformity assessment determines the changes that must be disclosed in the instructions for use,1.0,10
746,NATIONAL COMPETENT AUTHORITY,MEMBER STATES,National competent authorities act on behalf of Member States to establish sandboxes,1.0,89
310,EDUCATION AND VOCATIONAL TRAINING AI SYSTEM,RECITAL 56,Education and vocational training AI system is definedInArticle 56,1.0,4
1573,BIOMETRIC CATEGORISATION SYSTEM,INFORMATION OBLIGATION,Biometric categorisation systems are subjectTo information disclosure requirements when deployed,1.0,17
384,AI SYSTEM FOR ELECTION OR REFERENDUM INFLUENCE,ARTICLE 39 OF THE CHARTER,AI system for election influence is definedInArticle 39 of the Charter context to protect the right to vote,1.0,4
356,CRITICAL SITUATIONS,EMERGENCY SERVICE AI SYSTEM,Critical situations is a ClassificationRule for emergency service AI systems,1.0,3
1545,HIGH-RISK AI SYSTEM,SECTION A OF ANNEX I,High-risk AI systems related to Section A of Annex I follow specific product legislation conformity rules,1.0,160
204,LAW ENFORCEMENT AUTHORITY,URGENCY EXCEPTION,Law enforcement authority meets conditions to apply the URGENCY EXCEPTION,1.0,30
2184,PROVIDER OF GENERAL-PURPOSE AI MODEL,ARTICLE 56,Provider may make commitments in codes of practice in accordance with Article 56,1.0,22
1149,HIGH-RISK AI SYSTEM,RESIDUAL RISK,High-risk AI system must demonstrate that residual risk is acceptable,1.0,161
1562,ARTICLE 6(3),REGISTRATION,Article 6(3) triggers registration for non-high-risk systems,1.0,11
1997,NOTIFIED BODY,MARKET SURVEILLANCE AUTHORITY,Market surveillance authority informs notified body of non-compliance findings,1.0,150
2175,COMMISSION,PROVIDER OF GENERAL-PURPOSE AI MODELS,The Commission enforces compliance and imposes administrative fines on providers of general-purpose AI models,1.0,95
1989,AI SYSTEM PRESENTING A RISK,ARTICLE 79,AI system presenting a risk is regulatedBy Article 79,1.0,9
1421,CONFORMITY ASSESSMENT,ARTICLE 43,Conformity assessment is definedInArticle 43,1.0,28
1980,"ANNEX III CATEGORIES 1, 6, OR 7",ACCESS TO TECHNICAL DOCUMENTATION,Systems falling under these Annex III categories trigger specific obligations for access to technical documentation,1.0,2
639,PROVIDER,CODE OF PRACTICE,Provider meetsSystemicRiskThreshold and can rely on codes of practice to demonstrate compliance,1.0,189
2248,TRANSPARENCY MEASURES,ARTICLE 50,Transparency measures for AI systems are definedInArticle 50,1.0,9
1401,AUTHORISATION DECISION,EUROPEAN COMMISSION,Authorisation decision is enforced by the European Commission,1.0,84
1140,ARTICLE 10,HIGH-RISK AI SYSTEM,Article 10 appliesTo high-risk AI systems regarding data and data governance,1.0,162
1133,RISK MANAGEMENT SYSTEM,HIGH-RISK AI SYSTEM,Risk management system is an Obligation that appliesTo high-risk AI systems,1.0,169
1874,ARTICLE 69,MEMBER STATES,Article 69 appliesTo Member States regarding access to experts,1.0,41
374,SUSPECTS,LAW ENFORCEMENT AI SYSTEM,"Suspects are impacted by the use of law enforcement AI systems, specifically regarding defence rights",1.0,5
396,RISK-MANAGEMENT SYSTEM,UNION HARMONISATION LEGISLATION,Risk-management systems complement the safety requirements set out in Union harmonisation legislation,1.0,18
803,RECITALS 144-148,COMPLIANCE WITH THIS REGULATION,The recitals define the intent and scope of support for compliance with this Regulation,1.0,5
139,AI SYSTEM,ETHICAL PRINCIPLES FOR TRUSTWORTHY AI,AI systems should translate ethical principles into their design and use when possible,1.0,64
402,PROVIDER,"HEALTH, SAFETY AND FUNDAMENTAL RIGHTS","Provider is obligated to identify risks or adverse impacts on health, safety and fundamental rights",1.0,165
133,AI SYSTEM,AI REGULATORY SANDBOXES,AI systems that are placed on the market as a result of research are subjectTo AI regulatory sandboxes,1.0,63
2271,ARTICLE 6(1),ARTICLE 113,The application date for Article 6(1) is defined within Article 113,1.0,11
532,HIGH-RISK AI SYSTEM,FUNDAMENTAL RIGHTS PROTECTION,High-risk AI system deployment is subjectTo Fundamental Rights Protection requirements,1.0,160
780,DATA SUBJECT,REAL-WORLD TESTING,Data subjects retain rights to withdraw consent and have their personal data deleted upon withdrawal during real-world testing,1.0,16
1583,NATIONAL AUTHORITY,ARTICLE 74(8),National authorities with access to restricted database sections are referred to in Article 74(8),1.0,4
1846,EUROPEAN TELECOMMUNICATIONS STANDARDS INSTITUTE,ADVISORY FORUM,ETSI is a permanent member of the advisory forum,1.0,15
435,PROVIDER,AUTOMATIC RECORDING,Providers must ensure their systems are capable of automatic recording,1.0,165
1332,REPORTING OBLIGATION (SERIOUS INCIDENT),MARKET SURVEILLANCE AUTHORITY,Deployer notifies MARKET SURVEILLANCE AUTHORITY of a serious incident,1.0,90
817,ADCO SUB-GROUP,ARTICLE 33 OF REGULATION (EU) 2019/1020,Activities of the ADCO sub-group are supported by the Commission under Article 33 of Regulation (EU) 2019/1020,1.0,5
1386,COMMISSION,NOTIFICATION OBJECTION DEADLINE,Commission enforces compliance by checking conformity assessment bodies within the notification objection deadline,1.0,80
1240,AUTOMATICALLY GENERATED LOGS,ARTICLE 19,Automatically generated logs requirement is definedInArticle 19,1.0,8
1245,NOTIFIED BODY,DOCUMENTATION KEEPING,Provider hasObligation to keep decisions and documents issued by the notified body per Article 18(1)(d),1.0,68
732,REGULATION (EU) 2022/2065,VERY LARGE ONLINE PLATFORMS,Regulation (EU) 2022/2065 appliesTo providers of very large online platforms,1.0,6
1233,PROVIDER,ARTICLE 9,Provider must implement system per Article 9,1.0,166
2017,ARTICLE 80,ARTICLE 79,Article 80 invokes/refers to Article 79(5) to (9) in cases of inadequate corrective action,1.0,8
220,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,ARTICLE 10 OF DIRECTIVE (EU) 2016/680,Use of such systems for law enforcement is regulated by the AI Act as lex specialis in relation to Article 10 of Directive (EU) 2016/680,1.0,35
2004,MARKET SURVEILLANCE AUTHORITY,ARTICLE 18 OF REGULATION (EU) 2019/1020,Market surveillance authority measures are regulatedBy Article 18 of Regulation (EU) 2019/1020,1.0,91
297,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,ANNEX III USE CASE,REMOTE BIOMETRIC IDENTIFICATION SYSTEM is a specific type of high-risk system often associated with ANNEX III USE CASE domains,1.0,19
628,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,POST-MARKET MONITORING,Systemic risk models are subjectTo post-market monitoring requirements,1.0,23
1410,NOTIFIED BODY,ARTICLE 34,Notified body operational obligations definedInArticle 34,1.0,64
2289,ACCESSIBILITY REQUIREMENT,DIRECTIVE (EU) 2019/882,Accessibility requirements are definedInArticle (Directive) 2019/882,1.0,5
2283,REGULATION (EU) 2019/1020,DIRECTIVE 2004/42/EC,Regulation (EU) 2019/1020 amends Directive 2004/42/EC,1.0,8
2280,ARTICLE 101,ARTICLE 113,Article 101 is excluded from the application date of Chapter VII and others definedInArticle 113,1.0,14
2010,HIGH-RISK AI SYSTEM,NON-COMPLIANCE PROCEDURE,High-risk AI system failure to meet requirements triggers non-compliance procedure,1.0,162
427,RECITAL 68,NOTIFIED BODY,Notified bodies are explicitly mentioned as actors requiring access for assessment purposes in Article 68,1.0,67
